text	label
kaji wawa ana yunwa a duniyar mutame amma yana tunanin zuwa mars salon corona idan tayi tsamari su gudu su barmu oh ni talaka 	negative
finally come carry ur az wiwi dan munsan anyi muku riga kafin a kano 	negative
ai har yanzu suna da sauran hankali by right kamata yayi ace kana asibitin dawanau  	negative
innalillahi wa innailaihi rajuun hakan ba shegar islama bane kuma ba burgewa bane kuma ba addini neba hakan kuma ba adalce bane hakan is bad dress 	negative
kazantar daki part got me 	negative
idan yadauke dama ba matsiyata bane a kunna generator	negative
yasin en kidnapping sun sace taska	negative
ke dalla bafa fashion style clothe naked akace ba 	negative
kawai a saka hukuncin kisa ga masu kidnapping domin wannan shine mafitar magance wannanatsalar ku taimaka wa talakkawa da dokar kisa akan masu kidnapping domin talakka kadai ne abin zaifi wahalarwa	negative
gaskiya fah kam cin mutuncin yayi yawa da akwai enough time ba tantama zasu kai 10 aswear 	negative
your state governor and your lga chairman are busy playing makossa  with your state and lga funds kunzo twitter kuna mana zancen banza	negative
vp candidate debate ended on a high note baba is definitely going down tabdijam	negative
imagine none muslim is doing muslims job where our masu kudi ina su aminu dogo suke sede kwarewa wajen toshe wa talakawa hanyar cin abinci 	negative
bahaushe yache tsuntsun daya ja ruwa shi ruwa kan doka in banda asara irin taku a matsayinku na yayan musulmai hausawa ache wai mace baliga tazo gaban wani da namiji tayi tsirara innalillahi  wai a haka kuke claiming wai tarbiya kuke bayarwa ga irin tanan munga irin tarbiyar	negative
sun nace ma simran dinnan shi da rangoon gashi films din are bad	negative
allah wadaran naka ya lalace wai karen dawa yaga na gida in va rashin kunya da qin allah ba guy din nan ya isa yayi maganar cin hanci to shi puska ma yaci gabadaya mtsssssw	negative
buhariyya is slowly killing us pls retweet to stop it	negative
how da fuk do u expect the govt that are fueling d terrorism 2 stop it which business wil get them billions lik dat sugama business da jinin yan uwanmu musauke akasu da iyalansu yan siyasan nigeria allah yatsine muku	negative
amman na fara zargin you are feminist saboda kasa yanxun mata sun fara yarda da hausa proverb namiji ba dan goyo bane yanda mahmud yayima sumayya bayan matane sukafi yaudara a soyayya kuma indai laila taba mahmud 5m tabbas kaima corrupting dinka tayi	negative
baba buhari mbuhari ngrpresident   thats the inept   corrupt   ethnic bigot   dictator   tyrant and genocidal maniac	negative
to damacan bama amfanar wuta wutarda zaa kawo amma sai dai kakunna generator kawai karaba mana 250k kowa da kowa 	negative
she met with wani barawo kenan	negative
wacece zahra wacece kiki end banditry in the north  bamu yafeba	negative
kada ka sa masoyan ka su qaurache ma kalaman ka sun zo da munafuchi nasan da ina videos dinka inda kake kuka a chan baya duba da baka da damar isar da sakon alummah yau kana chikin govt sannan nayi imani kana da masaniyar abunda ke faruwa har shi 	negative
innalillahi wa inna ilaihirraji un  wai anya shuwagabannin mu sun yarda da za ai tashi alqiyama kuwa	negative
rantsuwar da bata hanasu karbar dollar  ina amfaninta	negative
wlh kuji tsoron gamuwar da mahalicci  banzaye makiya allah kawai baku san zaman lafiya babu yan taaddan gidan labarai sama da this fucking 	negative
these people are supporting their ancestors with fake 14 million votes none of them can defend they have no shame ko kadan	negative
zamu lallasaz mu bubuge mu cincinye duk wanda aka dora mu da su sai gunners	negative
if almajiri is a scam then atiku is also a scam	negative
kae this life gskiya akwae lauje cikin nadi	negative
an daura auren hanan mu kuma kundaure mu a gida anhana mu komawa school 	negative
 sheikh dahiru bauchi neh kawae aka kwashe almajiransa abeg bbc stopped this sht out	negative
what is this for love of god haka zamu rika zama shuwagabannin mu suna cutar mutane don neman mulkin banza 	negative
another fraud by the apc next level logo   i weep for apc  everything about them is stealing and corruption  allah dai ya karemu	negative
i have declined any interview until my return to nigeria  cewar ezekwesili	negative
never again ai baba buhari ya gama kenan	negative
kan balai bazai yuwuba mugama ciniki sannan ku chazamana magana da sake dan muma mun iya inconclusive dinna	negative
any movie i found you in i just skip it wasu harda cewa ke role model ce tab arashin role models kennan	negative
he was the most prefered candidate before the pdpd presidential primaries komai ya canza yanzun	negative
enmatan twitter  kun iya chin mutuncin twitter slay queens	negative
43 innocent people sai kace kaji  were begging you in the name of allah wanda alhakin tsaro yake hannun su su sauka daga mukaman su tunda sun gaza  please ya rabbi   fixed	negative
sai dai ya dauka uwarsa da ubansa da yayansa su rakasa  amma mu muna duniyar earth	negative
nima dai gani a online sai naji matsaya tukunna domin nakasa bacci wllh ashe mai gaskiya yana karaya	negative
gaskiya mal aminu saira ka kofsa wa gayu wllhi sae ka sanar 1hour b4 the film start mana yanxu ina da wata hanyar samun 3k this night saboda kawae inason na kalla yanxu kasa nayi asara biyu babu	negative
hajiya you no go do giveaway neh mungaji dajira fah yakamata konah airtime kiyi 	negative
innalillahi wa inna ilaihi rajiun  allah mai iko wannan ba abib haɗawa da addinin musulunci bne	negative
thunder please were you dey pls fire this almajiri aspirant	negative
allah wadaran naka ya lalace wai tsohuwar barauniyar gwamnati itace za a tura ta wakilce mu a irin wannan babban matsayi ko yaushe ta wanke kanta oho wallahi nifara yarda cewa buharin da muka sani ya mutu tuntuni wannan scrap neh kawai sai yadda akayi dashi 	negative
lol kun gani ko tana kiranku jobless kuci gaba da shiga rayuwanta you guys are stalking her too much	negative
allah sarki mu yan zaria ba a nuna film a garinmu	negative
atiku will enrich self   cronies if he wins   us group warns wahala de for this people	negative
jamaa musani ita qaddara taruga fata kuma daga cikin laifin rahamasadau babban shine saka photo daya bayyana sassan jikinta wadda yayi rubutu shine abin laanta baitaba murika wa juna uzuri 	negative
gaskiya abunda yake faruwa a zamfara yayi yawa baba kome aka ce maka akan kisan gillar da ake wa zamfarawa how ever ya kamata ace tuni an dauki mataki wallahi 	negative
tsakanin mu da ke sai allah ya isa kawaidun da baki saka wa ennan hotunan ba tun farko da hakan bata faru ba kuma ma kukan me zaki zo nan kinayi me yasa bakiyi tunani tun kafin ki saka su ba a dole ke kin waye ke ga celebrity a zindir allah ya isar mana wlh 	negative
 to ashe dama garya kuke duk results din da kuke bayarwa	negative
aikin mu kenan sai dai ayi ta nuna mana kasashen da suka ci gaba muna commentsamma mu kullum daga ace boko haram ta kashe mutane sai ace yan garkuwa suna neman kudin fansa sai kaji yan fashi sun harbe mutum kaza sun tafi da dukiyoyin suhaba shugabannin arewa meke faruwa ne	negative
gsky na tausaya masa wlhallah ya rabamu da auren harijawadda zata mayar da sex abinci three mill per day	negative
the first tenure was for jibril of sudan now for  the real baba	negative
je foshi ta window za ayi kawai	negative
in this apc presidential primaries who is baba buhari contesting with in the first place	negative
wai corona virus tashigo nigeria ruwan ɗan wake zamu dinga sha mtchewwww rubbish 	negative
eh ku ta fara karewa  yan wahala kawai kmr wani championship trophy 	negative
dake team din uwarsa ne bah 	negative
nigerian has more educated illiterates than earlier thought zamu ganosu daya bayan daya	negative
gaskiya kam saboda yan sandan yanzu basu da mutunci wallahi most of them san zuciyar su yanzu yayi yawa  yan iska	negative
a gsky malan baka kyauta mana ba ban tashi barci saina tabbatar da yau monday sannan zan tashi amma sai gashi ka dawo damu baya tunda aka fara shirin labarina banta ba kashe tv ba sai yau sbd naji haushin abun sosai mun sakankance zamuga ya mahmoud zai kare 	negative
the same man that dollarized delegates is talking you have moral codes that you don’t follow ka fara gyara gida tukun	negative
basusan basu iyaba ai se yanxu ko god will punish you oooo	negative
hhhhh   yau darar ta kare ke nan look indépendant ceremony babu wani social distance amma wai akasa bude makarantu dan ƴaƴan tala kawa su koma su kuma nasu suna can suna karatu online allah yana gani	negative
labari da dumi diminsa bbc an kashe wani dan makaranta mu akan naira 3500  you can get the full story if you wish	negative
idan da ni ne trump kwamanda zan tura musu ya tada rigima sai a ce zaben inconclusive a zabe na gaba sai na fito da yan daba 	negative
 anoder raiinn hankali	negative
what a shame baba mbuhari next level nonsense	negative
nigerians have new democracy day during this baba regime everything is possible	negative
this old man she said nigeria guys cima zaune dan mai danna jaa kaje kaduba npowar sunfito inka isa kabasu aiki 	negative
wallahi kuna daga cikin masu taazzara al amuran a wasu lokuta gaskiya kuma karfa kumabta dikkan abinda kuke gabatarwa zafa kusameshi a gibe kiyama a littafinku please nasihace 	negative
tallar da kuke sawa wadda shehu hassan yayi ta corona tana bamu haushi inda yake tambayar yar shi wae taba zuwa lahira kuma ta yi imani like seriously duk musulmin kwara be kamata yayi irin wannan tambayar bakuna hada perfection din annabi with this shit	negative
gaban yarinyar nan fha ya lankwashe do you think what am thinking 	negative
watarana zae mutu clap for me  	negative
daman ya bada abu uku na mugunta badole yaci gaba da gallazawa talakawan arewa ba gashi tsohonsoja bafulutani  bakatsine  maanar next level fah shine talakawa yanzu kuka fara shan wahala ta	negative
sai mun kaisu kabari da yunwa don iyayen su en iska yayan kazaman mutane kawaii don allah kar ajanye blockage till they learn how to apologize and respect northern ppls	negative
voting for atiku is categorically waste of vote baba buhari vote	negative
wannan haka yake ba wani aiki da akai sai na gina gidan birsin saboda an maida talawan arewa criminals bakomai mu muka tallafa maka yau kuma gashi ka gujemu allah y sa kagane kuma ka gyara 	negative
yowai dan kano da sallah yazo kaduna yace yaje ina kuda ko wajen yawo bakuda shi qauye nefa nifa da nazata kaduna ma ba state bace nazata kawai hanyar zuwa abuja ce 	negative
this almajiri on the street are giving me nausea	negative
abn kunya ko slippers bazasu iya saya musu ba	negative
a banza vpn dey	negative
kaji karya ko idan bakusan record ba kudinga comfirm 2012 chelsea taci bayern 2014 ne madrid taci at madrid tsww 	negative
dama shi yasaba hada fada a team ai yanxu suka fara dambe indai morinho ne	negative
kwarai kuwa an sha kama masu hada bomb a sambisa kuma bamu taba ji an hukuntasu ba	negative
a very sad news this is the reason i dont like watching series sai mutum ya fara jindadi zaa tsaya kaii	negative
how can you debate anyone whos intelligently uninspiring effectively they will drain the energy out of you wahala will kill you	negative
the need to restructure nigeria gains unusal prominence as vice president and former vice president disagree on what actually means wahalar banza	negative
kada a tada zancen nan dan allah late comer ba qaramin dan jakar uba bane anyi min kuma nima se nayi 	negative
to ai ko kaji mutin ke dasu yawayi gari ankashe 40plus out of them wlh seya fita farautar wanda yayi masa wannan aikin can u believe it theyre all human dear pls resign youre nothing to us but a living dead body shame on you and your administration	negative
buhari o ikon allah wuta na ci balbal amma wane tinani flower yake yi oh allah please a round of applausethe best joker of the year	negative
allah ya nuna mana ranar rufewar rai da lafiya mu sai mun ga abunda ya ture wa buxu nadi kan mu yi register	negative
bamuche dole sai kayi joining bako dakai ko babu kai zamuyi abunmu and u have showed us ur true color wai king of kannywood wat a fuck	negative
wannan lbrin bb armashi babu comment babu like dayawa ko ansan bazaai ba shiyasa	negative
me zamuyi da wani link din mati a zazzau na zata ma sabon video clip ne ya fito	negative
abin taikaicin dalilin abinda kika saka wani ya gayawa allah magana wani ma aiki ya gayawa innalillahi wa inna ilaihi raji un kuma kinyi shiru baki karesu ba ya allah ban taba jin na tsani wani kamar yadda na tsane ki allah ya isa bamu yafe ba	negative
yar shegiya you see what your stupidity cause yar tsinan niya akwai wanda sunfiki iskanci a duniya amma basuxo social media sunyi ba wlh yadda natsaneki yanxu ban tsani buhari ba wlh shegiya mai katon baki 	negative
kayi ka gama donald trump kuma musulinci nanan daram dam shame on you	negative
ai ba abun mamaki bane a najeriya ma beraye sun hana shugaban kasa shiga office 	negative
haba ka daina damunmu da labarina labarina sati nawa yanxu shiru amma kullum kana cikin posting labarina bla bla	negative
with this kind of senseless tweet it  s safe to say common sense is not common a wurin yan nijeria	negative
i hate  u rahama as actress	negative
nah we wont do that cux our parent teach us banda san kai kuma mu muna jin maganan iyaye	negative
duk da nasan bana jin turanci amma nasan fassaran i belong to everyone and i belong to no body bazai wuce talakawa ku zabeni saboda naci ubanku ba	negative
allah yasa wannan harka ta crypto ta rushe gaba daya wani tun kan a haifeshi kake neman kudi amma kana iya zuwa wucewa kaji ana cewa yanzu fa yaron chan yana da 10million a account  kai cho	negative
akwai irinsu da yawa a prison din saudi arabia yan nigeriaamma gwamnati bata komai a kai	negative
